EICno,mzmed,rtmed,ACN_80_A1,ACN_80_A2,ACN_80_B1,ACN_80_B2,ACN_80_C1,ACN_80_C2,MeOH_80_A1,MeOH_80_A2,MeOH_80_B1,MeOH_80_B2,MeOH_80_C1,MeOH_80_C2
17756,668.1769664,833.8565,23209.89844,7826.729492,6944.144531,6827.532227,6322.863281,6464.675781,7053.043457,5947.251465,6773.021484,5087.554688,4776.075684,5389.693359
17752,668.1032678,833.857,8289.088867,6467.999512,5445.288086,4971.408691,5976.382324,5236.798828,7066.233887,5282.973145,5667.062988,4023.026611,4033.023438,3942.001953
6561,354.3358313,833.881,2093.031494,1458.59668,1508.463501,1779.893555,1464.265747,1322.097656,11265.06934,1356.235962,1804.958496,3248.343018,2176.574707,566.0778809
20664,770.500377,833.881,3804.881104,4659.20459,4563.916992,5191.282715,5500.729004,5226.047852,1506.185303,2422.808838,2686.286621,2893.708008,3118.541016,2610.825684
16455,626.1850789,834.0035,2050.69043,1220.785522,1017.942749,1237.928711,1043.234985,1050.683594,806.1617432,576.5275269,742.0548096,487.4840088,475.1420593,398.7583923
23071,879.7088089,834.01,638.1518555,427.2041321,497.8016663,411.9203491,451.8962708,480.4445496,612.6872559,516.8447266,530.046814,519.2188721,397.5315247,389.6808167
22508,846.5657419,834.016,9555.841797,9848.614258,12037.81934,13098.98535,10278.75586,14403.54297,2640.92627,4001.947998,4815.163574,4627.197266,5212.481445,5170.728516
13380,533.4187915,834.034,0,1092.10437,1421.388306,1701.191406,1629.062012,2011.477051,0,778.3070679,1049.049316,1222.390747,1548.162598,1196.031616
14494,563.5690777,834.067,342.2790833,373,724.9075928,459.2531128,379.2237549,320.7015686,703.1362915,1111.044434,531.5136108,696.2663574,863.5134277,345.1712952
19894,740.5347754,834.11,2161.202393,2391.557373,2539.779785,2462.447021,3421.426514,2510.661865,1231.682007,1473.510864,1938.295898,814.4091187,1182.768677,1285.683105
21522,804.6852946,834.12,1186.08252,1739.009155,1328.800903,1385.184204,1809.949219,1627.573608,664.2802124,995.182251,1345.625977,1091.312622,935.737793,1093.851929
20035,744.5099524,834.214,2402.562256,2133.538086,2014.948364,2591.001221,3297.678467,2590.498535,815.7637939,1121.661621,1060.817139,1061.503906,1098.001831,1240.949097
24276,991.6603867,834.228,452.7272644,508.3888855,620.2322998,586.1571655,493.7522888,520.3441772,380.4471741,305.8304749,386.8890381,292.3959045,450.6283875,294.2345581
18543,692.406275,834.2725,728.5625,878.4963989,1126.147461,1315.779663,1107.342651,1398.828735,935.0438232,1113.819946,992.7213745,1160.014038,1184.25061,1211.000366
5659,325.3277869,834.289,1526.331177,1032.836548,667.0343018,1156.429443,1335.574707,926.1972656,935.9671021,938.0801392,1255.173828,601.006897,671.7714844,1124.551025
17720,667.1762338,834.291,20737.32031,12686.00098,10648.40625,10250.50098,9420.571289,9616.475586,10344.3623,9764.758789,9784.363281,7492.998535,7674.160156,6930.624512
22778,861.6023712,834.2945,9570.56543,11945.3457,14560.05664,15256.8418,15706.07227,18293.37891,3521.093506,5930.245117,8090.356445,6639.450684,9140.929688,8993.222656
1320,159.1171576,834.304,4154.025879,4622.077148,5223.806641,3479.512451,4663.543945,3880.269531,6729.367188,7094.047852,8362.504883,6747.714355,6489.956543,6374.848145
18517,691.4019151,834.347,1000.864075,1617.114014,1880.462769,2035.778442,1843.001953,2385.410889,1951.900146,1932.727783,1981.805786,2496.798828,2691.982422,3026.00415
20991,784.5835806,834.357,1417.66333,1482.110718,1597.862183,1676.630249,1663.610962,1668.02124,4270.953613,2476.04126,1308.332031,2165.676514,1773.665771,1612.182251
23560,915.7524934,834.369,684.7089233,728.7794189,1049.285889,633.5044556,872.0325317,584.0516357,786.5409546,655.9825439,664.3130493,902.8513184,847.0514526,647.0669556
16341,622.4671615,834.3805,2904.383057,2966.540771,6538.289551,5667.44043,3084.92334,3759.745605,4129.223145,4522.312988,5300.352051,4488.754395,4050.263916,4513.065918
22121,827.5287354,834.385,4837.264648,5236.564453,5640.277832,3368.145996,6899.947754,7594.505859,1679.023071,2119.644775,2493.418213,2194.05835,2866.369141,2933.556152
23235,891.5906596,834.3955,1838.754639,2405.473633,2480.245117,2685.960693,2562.63208,2625.041504,1161.212402,1126.02124,1484.4823,1847.227905,1789.272949,1792.396484
21692,811.6681743,834.401,748.4013062,611.5785522,464.7112122,627.7600708,561.6485596,595.7409668,2696.833984,1240.694702,895.0890503,996.0043335,1212.640869,673.7704468
21018,785.6529597,834.411,646.7279663,680.4852295,662.5464478,1109.420532,1185.482544,787.3403931,3275.440674,1056.19104,1192.108032,910.5296021,872.0206909,997.8410034
6308,344.1969518,834.414,1527.041504,1565.015259,1692.996094,1864.07605,1712.782349,1813.876221,2115.155273,2336.390381,2418.331055,2229.92041,2463.414063,2111.729004
18492,690.3986428,834.432,1987.075073,3737.010986,4530.819336,4694.355469,3805.308838,5054.168945,5136.26709,4707.526855,5419.271973,6019.225098,5673.412109,6199.103516
24264,989.6502972,834.4405,659.5917358,821.5463257,659.777832,1295.460083,734.9358521,892.8068237,644.5633545,460.6649475,588.8426514,449.2497559,502.92276,350.4583435
21490,803.6829836,834.452,2850.618652,3631.413574,3901.314453,4940.088379,4733.066406,4584.449707,2284.032471,3260.555664,4072.13208,2525.288086,2898.921631,3481.022949
9694,439.3527993,834.4655,3737.489746,3748.781982,3244.16748,3898.885986,3822.033936,4015.094238,2030.292725,1924.008545,2179.035889,1639.075684,1223.379639,1394.945313
17238,650.6371255,834.4715,499.7837524,421.1695862,363.1947937,504.0657959,377.2088013,287.3469849,667.7463379,651.5311279,631.8574829,550.7210693,536.3214111,374.5963135
16197,617.3956665,834.479,1107.706665,864.9469604,964.7531128,991.6566162,712.5162354,1236.762329,879.4215088,1272.001953,1152.46106,875.449707,1018.039307,1074.875
14986,577.5870961,834.48,291.0167542,249.1333008,392.5942078,303.2223816,512.7233887,403.9696045,753.8552246,766.0733643,495.0952454,458.5959167,406.1607056,518.3771973
8724,416.359586,834.5055,722.1295166,855.3894043,796.5105591,1024.717041,622.2200317,701.2896118,640.2223511,586.0179443,981.9256592,694.788208,562.1698608,618.7978516
18330,685.4653204,834.523,1609.97522,3264.143555,2767.511719,4100.958496,3408.745605,4453.424805,1886.408325,1470.472656,1630.778198,1319.657593,1609.891235,1347.482422
20456,761.5865541,834.544,1898.862183,1448.816284,1534.297607,1764.293091,1487.245728,1622.192261,14201.39258,4452.380859,1602.385254,1801,2060,1679.512207
7837,391.2882444,834.5445,6879.876953,1652.768311,1508.755005,1577.187622,1309.250854,10528.94629,1160.142212,1487.141846,1181.261108,875.5151978,1655.684448,1168.884644
17695,666.4959608,834.548,9827.495117,8074.867676,7986.218262,8163.958496,8786.420898,8406.833984,4894.78125,4612.821289,4634.880371,4252.663574,4155.509277,4702.024902
8302,405.2503414,834.591,6548.868652,2443.92041,1258.34436,1108.741943,1467.077515,1533.275879,1479.405151,1694.33606,1689.249878,1642.807617,2159.597656,1747.889771
16954,642.3394551,834.599,382.6261292,408.0622864,720.3633423,592.7971802,799.2009888,474.8677979,375.8017883,644.3378296,259.5739746,327.3155823,555.6687012,405.1273499
20646,769.6524199,834.6515,701.9476929,716.0172119,491.9946899,642.6712646,719.246582,916.4899902,1066.067261,1182.382324,1140.904297,913.0003662,709.2050781,825.4984131
8759,417.1597537,834.669,806.3840942,974.4238281,1004.219055,1037.041626,1288.006226,1383.626099,1236.19751,930.9071045,1029.050049,1025.69751,1000.523315,1047.363281
16918,641.3364354,834.6715,525.960022,648.7578125,874.7974854,966.1417236,1005.281982,948.7567749,485.0037842,401.1453552,370.4074097,384.3726196,433.3719482,316.7970886
17793,669.1733698,834.689,11764.35059,6842.026367,5930.102539,5439.226074,6939.660645,5279.172852,6039.125977,4845.776855,5651.817871,4307.057617,4461.492676,4839.572266
8358,407.7838838,834.729,1319.904541,1994.962646,1926.51416,2067.458008,1706.921631,2216.856201,1013.961914,1085.243774,2070.168457,896.0080566,1465.314453,1648.717651
22103,826.5264966,834.732,8775.675781,10940.6377,11518.39551,13506.88379,11812.57031,14524.75293,2360.123779,3721.723633,4280.101074,4368.505371,4599.160156,4780.444824
9735,440.3574966,834.785,1482.258789,1453.230713,1376.880005,1243.885498,964.3970337,1303.940063,1138.008667,844.7285156,761.0476074,666.4897461,758.1600342,744.2564087
12210,505.3885881,834.802,891.1395874,894.2800293,1026.960571,1129.592163,835.4963989,837.5391235,985.8093872,1305.501465,1166.405518,1510.931274,1369.775513,1294.449219
21465,802.6801709,834.8065,8748.632813,12794.47852,11181.02246,13868.39746,15588.67676,13621.2627,7416.754883,10545.79785,11788.25488,8910.694336,10080.70801,12112.31641
21436,801.6770623,834.843,14991.16895,18843.49805,22300.61523,22933.95313,25819.43359,23851.43164,11764.19238,16878.19727,20204.67969,15310.75293,16545.01758,19595.58203
6826,361.3109117,834.8445,697.6089478,381.0091248,437.5787354,487.2265625,472.6541138,519.4558716,526.4177856,591.2004395,667.8152466,655.6001587,596.3776855,479.3426514
14949,576.5820194,834.8465,308.977417,256.5755615,263.240509,367.7979736,492.1818237,276.3435059,674.5267334,437.1953735,327.5359802,452.347229,388.03125,225.3711395
23564,916.5834525,834.867,1015.245117,963.5649414,1207.685181,1679.359253,1340.361084,1755.839966,563.3105469,780.9835205,570.7227783,714.0418701,997.4401245,829.1323242
17987,675.4680137,834.868,1787.09375,2176.458252,2878.443848,2661.46875,2249.19751,3172.123291,1076.990601,1078.938354,851.6808472,978.5294189,1289.388184,975.4555054
7594,385.207076,834.8915,2435.580811,2362.524902,2665.476563,2698.230225,2574.946045,2453.604004,4096.446777,3682.185303,5243.833984,3896.465088,4197.034668,4020.342529
16886,640.3945844,834.897,1086.230591,751.9085693,895.1588135,867.7757568,643.9233398,731.4044189,738.7337036,736.6808472,934.5858765,922.958313,868.0004883,751.1884155
17690,666.4344624,834.9105,5083.724121,1978.782104,1933.868164,2026.101074,2038.084961,1839.108276,12229.64258,3043.156494,1817.565186,1955.432495,5951.961426,1788.643677
21665,810.5982867,834.9215,0,808.1728516,391.009552,0,2049.714355,0,2687.726563,1246.542603,1370.714233,1160.904053,1689.014893,1045.155762
21381,799.663062,834.927,801.932251,642.1749268,496.867218,457.1730652,452.737793,575.9886475,724.3360596,777.21875,704.2060547,732.5812988,625.2037964,490.1488037
6499,352.3206472,834.9335,959.6107788,599.875,452.5921326,557.8778076,617.9765625,581.1508179,3360.958984,856.2960205,457.0948792,485.0622559,663.0983887,334.1542969
17230,650.4383736,835.0145,10065.50879,2639.177734,2922.618408,2801.532959,2525.839355,2946.985107,2228.286133,2424.52002,2191.697266,2179.673584,4885.833008,1696.227173
20195,750.4459349,835.0315,1179.604248,1685.088013,2002.129639,449.845459,1305.622803,1574.650513,478.7000122,742.2337646,661.0887451,704.6672363,570.4899902,559.1013184
16959,642.4700288,835.042,980.1744385,1188.73938,1281.115845,1185.664429,890.0443726,845.2131348,1207.367432,1696.768311,1481.349731,1071.549194,901.0601807,678.0046997
21112,788.6120597,835.065,0,0,2338.200195,0,0,0,11336.97656,6153.887207,3020.201172,3951.562988,3033.294678,3214.971191
11309,481.2293306,835.068,806.2584839,974.1408081,1052.116821,989.0385132,877.4329224,739.2249146,1505.016724,935.2399902,1204.187744,887.618103,1146.063843,1031.548218
12229,506.0921172,835.082,8967.172852,4660.866211,4028.271973,3720.791748,4314.347168,4777.077148,3970.831299,2729.644775,2491.659912,2833.059326,2153.375,2239.01001
16155,615.4875568,835.09,857.7265015,1380.670898,887.0531616,635.1276245,822.0840454,851.0322266,762.5205078,942.3526611,793.815918,635.9842529,691.2907715,681.5742188
12008,500.4089824,835.092,846.4164429,657.5175171,1335.293213,1377.407104,877.2466431,1115.856567,799.6901245,725.0626221,741.0333862,598.2261963,701.5720215,666.3571167
19262,718.4925959,835.1375,4829.421875,3365.082031,3120.054443,3334.529785,2969.400146,3033.218262,1300.498657,1804.755981,1367.000732,1212.340454,2122.315918,1403.818237
7179,372.3277588,835.168,4138.911133,1534.553711,1264.334106,1174.723022,1060.404907,1147.303955,2497.276123,1414.062134,870.1185303,802.9080811,1136.770142,1032.321045
13318,531.9024544,835.168,324.0430908,289.2189331,472.7200928,451.1141663,273.4719238,351.6849365,373.0982971,238.1494293,263.680542,347.0196228,161.7804871,331.3813477
17604,663.445805,835.204,1743.336182,2074.284424,512.6431885,2300.122559,1649.668457,410.5646667,1715.435181,2146.108398,1500.045654,1238.511108,1239.433228,819.7788696
18823,701.5578488,835.2165,603.2373047,555.0747681,1575.977295,487.0059509,304.3911438,481.2572937,2964.102783,581.6508789,1337.372925,789.8572998,2076.769043,691.4512329
5722,327.2605353,835.228,746.0050049,653.3348999,734.2350464,595.0331421,639.4876099,753.0009155,798.6259766,913.1489868,800.0158691,669.4449463,638.6118164,926.7445068
16927,641.4623162,835.264,1886.929932,2134.971436,1776.156372,1450.393188,1286.396729,1277.379272,3174.592529,3149.945313,2195.234619,2203.719971,1166.626465,1143.039551
17022,644.4810218,835.264,1197.005737,1081.956299,874.7872314,871.0028076,610.1342773,710.786438,1535.578613,1587.08313,1291.438354,778.3688965,825.0109253,700.755188
18369,686.4631825,835.289,2768.720459,3013.596924,3151.369629,3562.224854,2710.145264,3371.000732,832.6896973,1173.670532,1044.630859,1277.618652,1039.204346,1208.038574
20881,778.5515243,835.296,2764.098145,3413.587158,3059.733643,3223.959229,2774.022217,3531.884521,1052.574341,1379.23877,2088.259521,1835.009644,2235.488037,2005.341553
20808,775.5368986,835.3255,7205.355469,9493.835938,8537.758789,10822.0293,9246.65625,6699.480469,2036.38623,3431.666748,4114.162598,2987.209961,4364.243164,4016.358398
24245,987.6400432,835.326,1073.938965,1559.796021,1013.567566,1224.155151,909.1509399,1274.848389,926.1834106,1062.205933,737.7247314,653.9708862,926.6237793,693.9421997
21745,813.5462009,835.341,26929.69141,32252.48242,35486.74609,49103.13281,43550.03516,52438.02344,5651.55957,10690.3623,12307.20801,12715.51563,13398.86719,13514.57227
5598,323.2258367,835.354,2672.601807,2257.904785,3666.795166,3358.540771,4011.674805,3435.718018,6638.935547,4484.814941,4709.573242,4082.408447,4234.857422,4593.665039
14909,575.2979326,835.357,748.3255615,1598.10437,938.375,1359.452881,1699.577026,1280.926636,734.59198,941.4713745,950.2710571,645.7556152,846.2650146,989.0422974
17196,649.6324611,835.359,719.4885254,721.1798706,713.9452515,601.9076538,697.8654785,482.421936,1147.526367,1438.99292,1015.649658,1316.643677,978.510437,853.2216797
17739,667.4989491,835.3695,5706.736328,4452.526367,4810.350098,4647.364746,4636.355469,3898.586914,2501.420166,2425.545654,2197.926514,2275.453125,2018.470093,1888.374023
11035,474.3198684,835.376,770.0658569,896.4436035,786.2640381,866.5401611,1091.698242,1187.413086,652.9647217,606.635376,578.8832397,629.0036011,563.7889404,853.2012329
13761,543.4571236,835.387,332.4922485,357.379303,426.8532715,457.3031921,433.1946411,474.2404785,650.2473755,796.8581543,299.5467224,476.4820557,402.7142944,352.8678284
24254,988.643779,835.387,1019.26123,986.5927734,749.0661621,1103.000732,917.4485474,791.2000122,919.1773682,1064.886963,754.2399902,524.5714111,972.161438,663.4200439
21961,819.5901464,835.3935,10177.95801,12077.02441,12887.31445,14810.37402,13995.58984,15234.48633,6519.57373,5688.174805,5735.003418,7034.439941,9243.811523,6248.642578
16642,632.4226074,835.394,2127.147949,2086.347168,2408.063965,2751.277832,2602.104736,2946.760498,684.7211304,860.7359619,1316.045898,1124.939941,1418.654419,1068.994141
13313,531.4013363,835.397,1047.505249,653.59198,720.7512817,892.9902344,932.3075562,833.0061646,770.760376,678.9390869,675.3388672,660.579895,927.7033081,634.7119751
13625,539.915047,835.397,354.091217,317.0238037,335.5209351,352.0679321,465.0571289,483.7782898,352.1855774,248.1577454,272.9629517,244.1112213,361.0919495,191.1399231
15895,608.4993966,835.434,1279.336426,1271.905518,1272.69751,1282.622192,1028.727783,1206.247192,1665.11084,1697.551636,1412.840942,1126.49585,1267.646606,1532.188721
20170,749.4402131,835.454,1861.667358,2928.665283,2884.817139,2912.373047,2668.212158,2971.259766,746.1000366,626.7199707,704.6343384,571.1855469,698.664856,523.9802246
995,143.0849474,835.461,1074.177002,563.982605,886.5511475,877.0559082,1232.589355,601.3980713,865.15802,1090.308228,912.3681641,604.6009521,722.5077515,602.329895
20639,769.4211624,835.499,1153.090088,3618.92334,4564.123047,5557.715332,3613.161133,5401.081543,543.3223267,518.6799927,450.3706055,439.0757446,653.869812,413.00354
20621,768.496039,835.521,1711.050415,1673.173828,1798.084473,2255.590576,2106.518799,2326.544678,875.2424927,1022.336853,899.4821167,1321.095825,1197.047119,1499.538696
22072,824.659399,835.5235,940.4137573,1058,1500.192017,2207.349121,1883.720581,2122.24292,792.3200073,1655.475586,727.975708,778.7025146,786.9264526,736.1985474
21687,811.6001474,835.554,1466.920044,1287.975952,644.3551025,1131.083008,898.795105,824,2034.043457,1207.560791,848.7067261,867.9763794,937.6333618,871.2350464
23559,915.7353986,835.559,827.2944946,821.4970703,1049.285889,780.4933472,872.0325317,753.2149048,858.0015869,702.6760864,664.3130493,723.0206299,847.0514526,541.5679321
6029,337.1948223,835.566,2655.439453,2518.32373,2897.821777,2280.138916,3000.631348,2601.19873,3284.142578,2357.144043,2454.78125,2931.495117,3113.158936,2332.073975
17557,661.4875359,835.577,1341.068848,1579.689697,1658.201904,1876.275146,1675.424194,1680.429077,1649.358032,1437.50415,1705.64856,1514.510254,1497.283691,1850.34082
19813,737.5745893,835.578,988.9796143,797.3807373,905.2278442,875.4471436,1022.77063,1277.597778,1171.721191,1050.215698,842.1035767,618.9900513,755.6314697,696.6131592
9065,424.3265701,835.586,1125.984741,1566.183594,1830.009033,2038.632446,2266.575195,2405.81665,1006.800659,1044.626221,868.0278931,732.7901611,720.8817139,983.0400391
18051,677.549544,835.602,1674.888184,1744.773315,1961.078003,1660.579346,1550.390625,1867.18689,1775.337646,1006.652832,1106.841187,730.765686,821.6439819,835.6122437
20699,771.5214719,835.613,2351.444824,2168.022461,2885.156494,2963.428711,2548.40625,3180.918701,1085.864258,1247.828369,1318.834473,1787.72644,1411.845093,1238.127563
22050,823.6561204,835.614,1095.557129,496.9868774,1919.063354,2853.456543,3173.218994,3286.653809,670.9917603,480.3115234,474.4543457,427.2991943,728.5377808,657.0261841
14880,574.2948766,835.617,1681.569824,1857.428955,2166.000977,2345.03125,3342.555176,2413.953125,1259.90918,1452.368408,2189.371582,1190.901001,1429.292969,1906.164551
19968,742.511794,835.6425,1263.042358,2035.680664,1511.812744,2204.989746,2328.979736,2640.620361,810.5080566,974.0275879,1248.026733,1189.980347,1357.690308,1343.844116
15857,607.4959128,835.653,2165.238525,2473.791992,3225.319092,2817.177979,2422.967285,2569.672363,3872.044189,3509.949463,3015.92334,3086.417725,2605.410156,3080.356934
19584,729.4289733,835.6775,1923.375366,3599.697021,4273.038574,4291.711914,3516.354736,3544.51123,782.2023926,1008.971436,776.7276001,770.0836792,732.125,972.013916
9028,423.3232578,835.6885,2694.828369,3828.661865,5381.240723,6536.559082,6798.102051,7141.643066,2013.421509,1908.19751,2637.976563,1735.619141,2299.852295,1433.916992
19007,707.5934959,835.7095,783.2296753,762.2894287,785.0856323,938.4291382,1290.785156,725.2612915,878.5274658,724.4170532,398.1960449,531.1557617,525.8896484,440.4793396
18221,682.5137741,835.718,3276.832031,3074.777832,2989.653076,3070.303955,3314.20459,2751.706787,2063.63501,3003.60376,3013.672363,2637.059326,2350.665039,2540.718262
22459,842.6686765,835.72,1498.389404,529.557251,810.8935547,493.0125427,609.7247314,280.2064209,739.5957031,566.1271973,577.0061035,437.157135,464.3991699,633.0194702
22439,841.6652694,835.722,1936.088013,365.06604,493.0523376,353.3310547,431.0122375,483.3061218,598.375,980.0020142,969.6276245,810.604187,454.775238,491.4223938
20118,747.4398049,835.743,1334.930298,3528.03833,2829.13208,2943.394287,2761.828125,2647.060303,614.1777954,543.3499146,524.4306641,862.8981323,665.4085083,605.3969727
18294,684.5252502,835.745,1652.894287,1654.172852,1608.126709,2028.66394,1708.226318,1593.918457,1308.612793,1372.387939,1710.51001,1280.59436,1337.575317,1178.02002
18127,679.6781538,835.766,995.3949585,954.3306885,965.3927612,1034,862.4840088,992,4397.094727,2670.397949,2546.97876,1907.827637,1983.836792,2034.273438
8684,415.3161919,835.776,1981.343506,1213.655029,1243.881592,1182.855103,1534.090454,1198.971802,2229.792969,1196.4021,714.2824707,751.8240356,1110.087158,1293.861938
7330,376.2232651,835.779,1151.255371,985.125,1140.631714,1124.125,1483.24707,792.7902222,1607.712524,1780.109619,2237.779785,1261.765015,2041.103027,1711.234741
18157,680.6809111,835.7835,593.3338013,605.1298218,723.0332031,493.6705017,485.3780518,835.4594116,2562.649902,1417.823242,1358.108154,773.52948,1026.084106,946.8843994
19608,730.4328115,835.7915,1107.865967,2185.846191,2071.64502,2195.561279,1864.913452,2322.786621,662.1755981,938.0557251,1104.192749,869.8725586,792.1400757,938.7440186
11005,473.3170217,835.809,1769.876953,1672.206665,1607.723022,1955.558105,1665.823364,2559.15918,1359.754028,971.1998291,898.5625,1079.747192,768.6148071,968.0494385
4436,287.2846456,835.822,1709.614014,1926.206055,2835.497803,1321.232056,2416.778809,3170.962646,2628.532715,2442.917969,2439.666748,1766.564697,1830.087158,2428.258057
7131,371.3221308,835.822,10218.63867,4162.279785,3334.276367,2638.718262,0,0,7049.731934,5563.938965,3035.866943,2276.854736,2963.093506,2966.300781
21313,796.7440691,835.832,588.9816284,470.2084656,458.8926697,255.2458649,353.2926331,573.7971802,673.4362793,533.3612671,452.4569397,448.9645081,533.519043,438.5152588
20416,760.5806776,835.8325,2747.629639,3067.646484,2362.091797,2988.274658,2919.740234,2612.19043,32704.51172,7971.341797,4991.120117,3550.397461,12481.71484,3554.990234
16989,643.4774587,835.834,2109.308105,2319.933838,1374.259644,1505.293823,1387.960083,1161.10376,3100.577393,3356.856445,2184.750488,1428.151001,1371.844971,1173.836792
21720,812.6702705,835.851,0,0,0,0,0,0,1672.801758,1088.010498,564.4464111,676.2301025,705.9822998,653.02771
20508,763.5085208,835.852,2044.169922,1424.33667,1102.82605,1356.680664,1770.286499,1471.098877,942.8612671,1615.695557,1184.765503,1164.405396,888.4490967,1226.443604
18185,681.5093193,835.8575,6676.086426,5213.467285,5264.001953,5534.442383,6439.091309,5474.015625,5841.01709,5177.376465,6856.744141,5376.170898,4067.13916,5364.343262
19870,739.5328782,835.878,3583.581055,4752.953613,4450.229492,4811.242676,4748.777832,5175.583496,1639.584351,2262.380615,3358.48584,2480.162354,2348.081299,3150.884033
21290,795.5333556,835.893,2473.722656,2826.731445,2362.000244,2992.180176,2028.083374,2779.229248,1009.911682,1131.17627,1407.002197,1350.557007,1231.067261,1602.667114
22584,850.5999346,835.912,5916.430664,8114.683105,8161.850586,8013.906738,8268.770508,7824.480469,3124.592041,4041.014648,4056.96875,3625.889648,5040.839844,4376.375
18643,695.4685237,835.926,25505.23828,2880.840576,2688.004395,3038.222168,3535.841309,3474.768066,3997.426758,1891.860107,1821.460083,1695.59668,1940.687012,2404.398438
19654,732.4332832,835.933,1188.430176,2195.92749,1976.856079,1831.726318,1601.778442,1842.720215,636.8139648,643.8869629,666.6318359,584.2072754,622.8380737,751.4301147
22468,843.5815312,835.935,4476.586914,5672.023926,6369.385742,7119.028809,6627.242676,6560.627441,1968.178589,2215.360107,2489.562256,3071.507813,2826.18457,2938.318359
19081,710.4932299,835.949,3258.0271,1779.299683,1839.77063,1446.002686,1240.203125,1547.228638,1221.009521,1098.011963,1238.041626,845.4257202,919.4234619,1034.148193
23393,902.5411572,835.953,900.1768188,1471.845459,1156.392334,394.3157959,1023.293457,1522.007446,946.359436,1190.033691,1712.312866,1164.256836,1157.633301,1408
17355,653.4954022,835.971,1983.443237,1945.669312,1944.183228,1561.474609,1445.376953,1326.485229,1359.85791,2100.858398,1716.4823,1779.311768,1320.55896,1059.531372
17733,667.4383383,835.9805,2397.991455,1126.558105,966.0202637,1522.205078,1102.02356,854.0509644,4665.964844,1349.083374,1029.975342,1000.467712,1977.017944,952.7807007
22455,842.5703787,835.982,9388.210938,10416.64063,11690.6709,15080.53516,12016.63867,13799.38379,2717.845947,4601.964844,4949.475098,5685.994629,7228.258789,6276.790039
20718,772.4230428,835.987,1088.680298,1704.032349,2429.704102,2731.252441,1902.762085,2389.636475,544.4036865,698.5135498,640.8583374,497.0775146,438.4490356,407.4981384
8224,403.3482797,836.009,44413.71484,50385.57422,54075.63672,57537.30078,64609.03125,58245.47266,54645.06641,55497.26953,51590.94141,40830.78906,40237.23438,50662.41797
20694,771.4201019,836.0095,1679.180542,4320.626953,3730.159424,4979.296875,4246.869629,5747.528809,998.590271,469.0481262,525.1583862,652.3215332,484.8897705,629.4639893
15019,578.3453302,836.023,286.1721497,526.3479614,413.9350891,403.7474365,620.1852417,493.7438354,1343.034668,738.8893433,758.4907837,504.0615845,659.3380737,618.1956787
18367,686.4408483,836.023,1372.308594,1887.499634,426.1352844,358.0330505,2813.130371,344.3713684,993.4798584,770.9525146,1290.699951,1326.986206,1602.118652,1615.646606
8156,401.3415132,836.026,1063429.75,1183546,1308256,1410662,1603731.875,1481221.75,1240955.75,1244547.625,1260210,931280.0625,957583.25,1177439.125
5083,307.2606901,836.027,849.8057251,958.8850098,865.0270996,1706.887573,1253.609375,2168.05542,893.6680908,770.0875854,940.2908325,884.732666,953.2001343,609.585083
16514,628.4690309,836.036,3266.308838,3057.398438,2936.457031,3372.209961,3180.92334,2954.444824,3858.364746,1984.234619,3251.426758,2842.505859,3455.432861,2820.786133
8187,402.3451917,836.0425,284048.625,307057.875,344245.6563,393464.6563,438897.3438,405303.1563,341334.9063,329961.4688,336423,261773.9531,266893.125,313071.5938
13745,543.1713267,836.0465,1638.818115,1695.581787,1589.651489,1865.042725,1536.640625,1552.484497,1731.57959,1515.55603,1795.166626,1724.569702,1449.173706,1350.96106
20660,770.4246244,836.047,725.2890625,1897.166016,1567.643188,2974.941406,1494.797241,2854.639893,260.8027649,457.0003357,425.1911621,417.8058167,298.2346802,377.4083252
16301,621.4735339,836.048,3179.777832,3656.379883,3565.768555,3381.476807,3673.884766,3115.542236,3005.891602,3016.333252,3011.365723,3201.387939,1857.121948,2953.552002
21708,812.5430165,836.049,49486.63672,70560.5,76342.54688,105697.5625,91101.71875,111136.9375,11181.18262,21053.40234,23835.82617,22588.76367,25774.0332,28826.28906
17499,658.4980015,836.053,3872.18042,5171.912598,5078.739258,5520.008301,5448.753418,4696.970215,6139.906738,6465.912598,5580.5625,4927.907227,5342.480957,5147.569336
19632,731.4293639,836.076,1935.746094,4037.160156,4219.466797,3815.048584,2950.391846,3990.460938,820.2739258,924.9812622,673.8920898,649.5219727,795.4432373,550.602417
4880,301.3012975,836.1065,1332.408203,1328.239258,1297.619995,1129.586792,1585.271729,1193.827759,1618.006226,1321.352173,1444.165771,1141.630859,1045.728516,1138.718872
18260,683.5170948,836.121,2546.935303,3420.371826,3305.513428,3071.002441,3051.84668,3014.430176,3303.841064,2971.326904,3371.527344,3114.012207,2327.378662,2930.850342
20141,748.4435737,836.135,1141.799316,1915.837891,1938.837891,1790.303833,1330.039429,1788.929199,854.4019165,540.9375,470.0946655,822.7051392,672.9037476,688.868042
8260,404.3515819,836.151,4853.80127,5543.661621,6460.62207,6402.279785,7431.703125,6182.970215,5774.916992,6512.446777,5862.147949,4814.078613,5575.16748,5677.772949
22731,859.6753877,836.206,315.5375061,661.1400146,465.1947021,607.5282593,295.1809082,323.9376526,573.894104,955.8805542,598.0013428,552.9798584,596.4821167,541.5605469
22759,860.6782004,836.206,887.9875488,126.9472809,411.3138123,620.4298096,323.4381409,0,686.0158691,432.0024414,413.2800293,496.4827576,480.8110352,300.1538391
